date,time,dept,type,ticketNo
2026-05-12,17:58:54,national,regular,1,completed,window1
2026-05-12,18:15:33,national,priority,3,created,
2026-05-12,18:15:35,national,regular,4,created,
2026-05-12,18:15:39,national,regular,5,created,
2026-05-12,18:15:44,national,regular,6,created,
2026-05-12,18:15:46,national,priority,7,created,
2026-05-12,18:15:48,national,priority,8,created,
2026-05-12,18:15:50,civil,priority,1,created,
2026-05-12,18:15:51,national,regular,9,created,
2026-05-12,18:15:52,civil,priority,2,created,
2026-05-12,18:15:54,civil,regular,3,created,
2026-05-12,18:16:01,national,priority,3,assigned,priorityWindow
2026-05-12,18:16:02,national,regular,4,assigned,window1
2026-05-12,18:16:05,national,regular,4,completed,window1
2026-05-12,18:16:05,national,regular,5,assigned,window1
2026-05-12,18:16:07,national,regular,5,completed,window1
2026-05-12,18:16:16,national,regular,6,assigned,window2
2026-05-12,18:16:22,national,regular,6,completed,window2
2026-05-12,18:16:34,national,priority,3,terminated,priorityWindow
2026-05-12,18:16:42,civil,regular,3,assigned,window1
2026-05-12,18:16:48,civil,regular,3,completed,window1
2026-05-12,18:17:00,civil,priority,1,assigned,priorityWindow
2026-05-12,18:17:02,civil,priority,1,completed,priorityWindow
2026-05-12,18:17:03,civil,priority,2,assigned,priorityWindow
2026-05-12,18:17:04,civil,priority,2,terminated,priorityWindow
2026-05-12,18:17:11,national,priority,7,assigned,priorityWindow
2026-05-12,18:17:17,national,priority,7,completed,priorityWindow
2026-05-12,18:17:18,national,priority,8,assigned,priorityWindow
2026-05-12,18:17:18,national,priority,10,created,
2026-05-12,18:17:19,national,priority,8,completed,priorityWindow
2026-05-12,18:17:20,national,regular,11,created,
2026-05-12,18:17:21,national,priority,10,assigned,priorityWindow
2026-05-12,18:17:22,national,regular,12,created,
2026-05-12,18:17:24,national,priority,13,created,
2026-05-12,18:17:33,national,regular,14,created,
2026-05-12,18:17:34,national,priority,10,terminated,priorityWindow
2026-05-12,18:17:35,national,priority,15,created,
2026-05-12,18:17:37,national,priority,16,created,
2026-05-12,18:17:38,national,priority,13,assigned,priorityWindow
2026-05-12,18:17:39,national,priority,13,completed,priorityWindow
2026-05-12,18:17:39,national,priority,17,created,
2026-05-12,18:17:41,national,regular,18,created,
2026-05-12,18:17:49,civil,regular,4,created,
2026-05-12,18:17:52,civil,regular,5,created,
2026-05-12,18:17:55,civil,priority,6,created,
2026-05-12,18:17:58,civil,priority,7,created,
2026-05-12,18:18:03,civil,regular,8,created,
2026-05-12,18:18:05,civil,regular,9,created,
2026-05-12,18:19:12,national,priority,15,assigned,priorityWindow
2026-05-12,18:19:13,national,priority,15,completed,priorityWindow
